Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
KEGG_2021_Human	Viral carcinogenesis	7/203	3.404218e-01	6.808437e-01	0	0	1.245148e+00	1.341733e+00	C3;NFKBIA;CREB3L3;SRC;CREB3L1;REL;GTF2E2
KEGG_2021_Human	Vasopressin-regulated water reabsorption	2/44	3.493550e-01	6.937547e-01	0	0	1.658459e+00	1.744146e+00	CREB3L3;CREB3L1
KEGG_2021_Human	Pancreatic cancer	3/76	3.574090e-01	7.047502e-01	0	0	1.431556e+00	1.472892e+00	RALBP1;POLK;EGFR
KEGG_2021_Human	Bacterial invasion of epithelial cells	3/77	3.650617e-01	7.137844e-01	0	0	1.412138e+00	1.422995e+00	SRC;CTNNA1;ITGA5
KEGG_2021_Human	MicroRNAs in cancer	10/310	3.674632e-01	7.137844e-01	0	0	1.162174e+00	1.163489e+00	EFNA1;ZEB1;ITGB3;RDX;DICER1;ITGA5;EFNA5;CD44;EGFR;CDC25B
KEGG_2021_Human	Type II diabetes mellitus	2/46	3.696384e-01	7.137844e-01	0	0	1.582912e+00	1.575361e+00	HK2;HK1
KEGG_2021_Human	Carbohydrate digestion and absorption	2/47	3.796866e-01	7.281661e-01	0	0	1.547656e+00	1.498764e+00	HK2;HK1
KEGG_2021_Human	Selenocompound metabolism	1/17	3.825217e-01	7.286127e-01	0	0	2.175739e+00	2.090820e+00	TXNRD1
KEGG_2021_Human	Cell adhesion molecules	5/148	3.982751e-01	7.364642e-01	0	0	1.217970e+00	1.121278e+00	SDC4;CLDN18;ESAM;PVR;ICAM1
KEGG_2021_Human	Retrograde endocannabinoid signaling	5/148	3.982751e-01	7.364642e-01	0	0	1.217970e+00	1.121278e+00	NDUFS8;NDUFB10;NDUFA10;ITPR2;NDUFB1
KEGG_2021_Human	Cocaine addiction	2/49	3.995745e-01	7.364642e-01	0	0	1.481646e+00	1.359195e+00	CREB3L3;CREB3L1
KEGG_2021_Human	Ether lipid metabolism	2/49	3.995745e-01	7.364642e-01	0	0	1.481646e+00	1.359195e+00	AGPS;PAFAH1B2
KEGG_2021_Human	Fatty acid biosynthesis	1/18	3.997948e-01	7.364642e-01	0	0	2.047649e+00	1.877292e+00	CBR4
KEGG_2021_Human	Cholesterol metabolism	2/50	4.094065e-01	7.443754e-01	0	0	1.450703e+00	1.295546e+00	VDAC1;ANGPTL4
KEGG_2021_Human	Vibrio cholerae infection	2/50	4.094065e-01	7.443754e-01	0	0	1.450703e+00	1.295546e+00	SEC61G;TCIRG1
KEGG_2021_Human	Sphingolipid signaling pathway	4/119	4.266190e-01	7.624569e-01	0	0	1.211187e+00	1.031766e+00	PPP2R3C;DEGS1;SGPP2;TNFRSF1A
KEGG_2021_Human	AMPK signaling pathway	4/120	4.328744e-01	7.624569e-01	0	0	1.200683e+00	1.005341e+00	CPT1A;CREB3L3;PPP2R3C;CREB3L1
KEGG_2021_Human	One carbon pool by folate	1/20	4.329076e-01	7.624569e-01	0	0	1.831919e+00	1.533739e+00	MTHFD1L
KEGG_2021_Human	Steroid biosynthesis	1/20	4.329076e-01	7.624569e-01	0	0	1.831919e+00	1.533739e+00	FDFT1
KEGG_2021_Human	Neutrophil extracellular trap formation	6/189	4.343923e-01	7.624569e-01	0	0	1.141790e+00	9.520328e-01	C3;SRC;ITGB3;CASP4;VDAC1;CLCN3
KEGG_2021_Human	Cushing syndrome	5/155	4.369204e-01	7.624569e-01	0	0	1.160710e+00	9.610729e-01	CREB3L3;CREB3L1;ITPR2;PBX1;EGFR
KEGG_2021_Human	Glycosaminoglycan biosynthesis	2/53	4.384127e-01	7.624569e-01	0	0	1.365156e+00	1.125701e+00	B3GNT7;UST
KEGG_2021_Human	Gap junction	3/88	4.477117e-01	7.738227e-01	0	0	1.228692e+00	9.873843e-01	SRC;ITPR2;EGFR
KEGG_2021_Human	Ribosome	5/158	4.533234e-01	7.755656e-01	0	0	1.137774e+00	9.001494e-01	MRPS17;RPL36AL;RPS29;MRPS21;RPS4Y1
KEGG_2021_Human	Alzheimer disease	11/369	4.570069e-01	7.755656e-01	0	0	1.069980e+00	8.378554e-01	BACE2;NDUFS8;NDUFB10;IL1B;KIF5B;NDUFA10;ITPR2;NDUFB1;VDAC1;PPID;TNFRSF1A
KEGG_2021_Human	Platelet activation	4/124	4.576961e-01	7.755656e-01	0	0	1.160420e+00	9.069264e-01	SRC;ITGB3;SNAP23;ITPR2
KEGG_2021_Human	Hypertrophic cardiomyopathy	3/90	4.623069e-01	7.755656e-01	0	0	1.200323e+00	9.260804e-01	ITGB3;DAG1;ITGA5
KEGG_2021_Human	Histidine metabolism	1/22	4.641966e-01	7.755656e-01	0	0	1.657279e+00	1.271874e+00	ALDH2
KEGG_2021_Human	Ras signaling pathway	7/232	4.725224e-01	7.755656e-01	0	0	1.083027e+00	8.119133e-01	EFNA1;RALBP1;REL;TEK;EFNA5;EGFR;ARF6
KEGG_2021_Human	Thermogenesis	7/232	4.725224e-01	7.755656e-01	0	0	1.083027e+00	8.119133e-01	CPT1A;NDUFS8;CREB3L3;NDUFB10;CREB3L1;NDUFA10;NDUFB1
KEGG_2021_Human	Hepatitis B	5/162	4.749863e-01	7.755656e-01	0	0	1.108556e+00	8.252861e-01	NFKBIA;CREB3L3;SRC;CREB3L1;TAB2
KEGG_2021_Human	Mismatch repair	1/23	4.791887e-01	7.755656e-01	0	0	1.581867e+00	1.163717e+00	POLD4
KEGG_2021_Human	Proximal tubule bicarbonate reclamation	1/23	4.791887e-01	7.755656e-01	0	0	1.581867e+00	1.163717e+00	CA2
KEGG_2021_Human	Renin-angiotensin system	1/23	4.791887e-01	7.755656e-01	0	0	1.581867e+00	1.163717e+00	ANPEP
KEGG_2021_Human	GnRH signaling pathway	3/93	4.838777e-01	7.786537e-01	0	0	1.160132e+00	8.421666e-01	SRC;ITPR2;EGFR
KEGG_2021_Human	Focal adhesion	6/201	4.931761e-01	7.890817e-01	0	0	1.070858e+00	7.569780e-01	SRC;ITGB3;LAMB1;ITGA5;ARHGAP5;EGFR
KEGG_2021_Human	Staphylococcus aureus infection	3/95	4.980261e-01	7.923142e-01	0	0	1.134794e+00	7.910684e-01	C3;CFB;ICAM1
KEGG_2021_Human	Diabetic cardiomyopathy	6/203	5.027899e-01	7.938898e-01	0	0	1.059876e+00	7.287530e-01	NDUFS8;NDUFB10;GSR;NDUFA10;NDUFB1;VDAC1
KEGG_2021_Human	Dilated cardiomyopathy	3/96	5.050266e-01	7.938898e-01	0	0	1.122534e+00	7.668527e-01	ITGB3;DAG1;ITGA5
KEGG_2021_Human	Steroid hormone biosynthesis	2/61	5.117121e-01	7.938898e-01	0	0	1.179564e+00	7.902996e-01	AKR1C1;HSD17B2
KEGG_2021_Human	Fc gamma R-mediated phagocytosis	3/97	5.119764e-01	7.938898e-01	0	0	1.110535e+00	7.434774e-01	CFL2;ASAP2;ARF6
KEGG_2021_Human	Aldosterone synthesis and secretion	3/98	5.188742e-01	7.938898e-01	0	0	1.098788e+00	7.209082e-01	CREB3L3;CREB3L1;ITPR2
KEGG_2021_Human	Inflammatory mediator regulation of TRP channels	3/98	5.188742e-01	7.938898e-01	0	0	1.098788e+00	7.209082e-01	SRC;IL1B;ITPR2
KEGG_2021_Human	mRNA surveillance pathway	3/98	5.188742e-01	7.938898e-01	0	0	1.098788e+00	7.209082e-01	PPP2R3C;PABPC4;GSPT2
KEGG_2021_Human	Folate biosynthesis	1/26	5.216990e-01	7.938898e-01	0	0	1.391828e+00	9.056129e-01	AKR1B10
KEGG_2021_Human	AGE-RAGE signaling pathway in diabetic complications	3/100	5.325098e-01	8.059608e-01	0	0	1.076022e+00	6.780593e-01	IL1B;SERPINE1;ICAM1
KEGG_2021_Human	Apelin signaling pathway	4/137	5.354189e-01	8.060070e-01	0	0	1.046291e+00	6.536243e-01	JAG1;SERPINE1;ITPR2;MEF2D
KEGG_2021_Human	Human immunodeficiency virus 1 infection	6/212	5.451875e-01	8.106251e-01	0	0	1.013097e+00	6.145706e-01	NFKBIA;CFL2;ITPR2;ELOB;TAB2;TNFRSF1A
KEGG_2021_Human	Pancreatic secretion	3/102	5.459254e-01	8.106251e-01	0	0	1.054175e+00	6.380635e-01	CA2;ITPR2;RAB27B
KEGG_2021_Human	Parkinson disease	7/249	5.471719e-01	8.106251e-01	0	0	1.006056e+00	6.066440e-01	NDUFS8;NDUFB10;KIF5B;NDUFA10;ITPR2;NDUFB1;VDAC1
KEGG_2021_Human	Aminoacyl-tRNA biosynthesis	2/66	5.542212e-01	8.167470e-01	0	0	1.087130e+00	6.416146e-01	NARS1;LARS1
KEGG_2021_Human	Toll-like receptor signaling pathway	3/104	5.591139e-01	8.196434e-01	0	0	1.033193e+00	6.007007e-01	NFKBIA;IL1B;TAB2
KEGG_2021_Human	Amyotrophic lateral sclerosis	10/364	5.669749e-01	8.221499e-01	0	0	9.821144e-01	5.572912e-01	NDUFS8;NUP210L;NDUFB10;KIF5B;NUP50;NDUFA10;NDUFB1;VDAC1;TNFRSF1A;SOD1
KEGG_2021_Human	Citrate cycle (TCA cycle)	1/30	5.730402e-01	8.221499e-01	0	0	1.199604e+00	6.679392e-01	IDH1
KEGG_2021_Human	Glyoxylate and dicarboxylate metabolism	1/30	5.730402e-01	8.221499e-01	0	0	1.199604e+00	6.679392e-01	ACAT2
KEGG_2021_Human	Pentose phosphate pathway	1/30	5.730402e-01	8.221499e-01	0	0	1.199604e+00	6.679392e-01	TKT
KEGG_2021_Human	Amphetamine addiction	2/69	5.784412e-01	8.221499e-01	0	0	1.038291e+00	5.683799e-01	CREB3L3;CREB3L1
KEGG_2021_Human	Renin secretion	2/69	5.784412e-01	8.221499e-01	0	0	1.038291e+00	5.683799e-01	ITPR2;CTSB
KEGG_2021_Human	RIG-I-like receptor signaling pathway	2/70	5.862974e-01	8.291074e-01	0	0	1.022970e+00	5.461923e-01	NFKBIA;TRIM25
KEGG_2021_Human	Breast cancer	4/147	5.912178e-01	8.318642e-01	0	0	9.726202e-01	5.111808e-01	NCOA1;JAG1;POLK;EGFR
KEGG_2021_Human	Phospholipase D signaling pathway	4/148	5.965773e-01	8.352082e-01	0	0	9.658158e-01	4.988888e-01	DGKD;EGFR;ARF6;AGPAT4
KEGG_2021_Human	Melanoma	2/72	6.016831e-01	8.361741e-01	0	0	9.936394e-01	5.047930e-01	POLK;EGFR
KEGG_2021_Human	Spliceosome	4/150	6.071698e-01	8.361741e-01	0	0	9.524867e-01	4.752403e-01	SNRPB2;CRNKL1;SMNDC1;HSPA1A
KEGG_2021_Human	SNARE interactions in vesicular transport	1/33	6.079018e-01	8.361741e-01	0	0	1.086974e+00	5.410322e-01	SNAP23
KEGG_2021_Human	Inositol phosphate metabolism	2/73	6.092126e-01	8.361741e-01	0	0	9.795939e-01	4.854750e-01	INPP4B;MTMR2
KEGG_2021_Human	Cholinergic synapse	3/113	6.155048e-01	8.406895e-01	0	0	9.482178e-01	4.601820e-01	CREB3L3;CREB3L1;ITPR2
KEGG_2021_Human	Glutamatergic synapse	3/114	6.214615e-01	8.439839e-01	0	0	9.396267e-01	4.469629e-01	SLC1A1;ITPR2;DLGAP1
KEGG_2021_Human	Glioma	2/75	6.239453e-01	8.439839e-01	0	0	9.526573e-01	4.493614e-01	POLK;EGFR
KEGG_2021_Human	Gastric acid secretion	2/76	6.311489e-01	8.496236e-01	0	0	9.397351e-01	4.324787e-01	CA2;ITPR2
KEGG_2021_Human	DNA replication	1/36	6.399217e-01	8.508509e-01	0	0	9.936508e-01	4.435751e-01	POLD4
KEGG_2021_Human	Tyrosine metabolism	1/36	6.399217e-01	8.508509e-01	0	0	9.936508e-01	4.435751e-01	ADH1C
KEGG_2021_Human	Antigen processing and presentation	2/78	6.452326e-01	8.508509e-01	0	0	9.149107e-01	4.008630e-01	CTSB;HSPA1A
KEGG_2021_Human	Synaptic vesicle cycle	2/78	6.452326e-01	8.508509e-01	0	0	9.149107e-01	4.008630e-01	SLC1A1;TCIRG1
KEGG_2021_Human	Thyroid cancer	1/37	6.500040e-01	8.508509e-01	0	0	9.659996e-01	4.161302e-01	POLK
KEGG_2021_Human	Growth hormone synthesis, secretion and action	3/119	6.502932e-01	8.508509e-01	0	0	8.988930e-01	3.868224e-01	CREB3L3;CREB3L1;ITPR2
KEGG_2021_Human	Primary immunodeficiency	1/38	6.598045e-01	8.592803e-01	0	0	9.398431e-01	3.907978e-01	IL2RG
KEGG_2021_Human	JAK-STAT signaling pathway	4/162	6.670413e-01	8.598981e-01	0	0	8.795986e-01	3.561524e-01	IFNGR1;OSMR;IL2RG;EGFR
KEGG_2021_Human	Various types of N-glycan biosynthesis	1/39	6.693310e-01	8.598981e-01	0	0	9.150632e-01	3.673764e-01	MAN1A1
KEGG_2021_Human	Epstein-Barr virus infection	5/202	6.694921e-01	8.598981e-01	0	0	8.816361e-01	3.537441e-01	NFKBIA;TAB2;POLK;CD44;ICAM1
KEGG_2021_Human	Glycine, serine and threonine metabolism	1/40	6.785912e-01	8.618220e-01	0	0	8.915541e-01	3.456879e-01	PSPH
KEGG_2021_Human	Pathways of neurodegeneration	12/475	6.800506e-01	8.618220e-01	0	0	8.992146e-01	3.467264e-01	PRNP;NDUFS8;NDUFB10;IL1B;KIF5B;NDUFA10;ITPR2;NDUFB1;VDAC1;PPID;TNFRSF1A;SOD1
KEGG_2021_Human	Homologous recombination	1/41	6.875926e-01	8.618220e-01	0	0	8.692204e-01	3.255742e-01	POLD4
KEGG_2021_Human	ErbB signaling pathway	2/85	6.911810e-01	8.618220e-01	0	0	8.374467e-01	3.093139e-01	SRC;EGFR
KEGG_2021_Human	Graft-versus-host disease	1/42	6.963423e-01	8.618220e-01	0	0	8.479762e-01	3.068945e-01	IL1B
KEGG_2021_Human	Colorectal cancer	2/86	6.973291e-01	8.618220e-01	0	0	8.274344e-01	2.982882e-01	POLK;EGFR
KEGG_2021_Human	Insulin secretion	2/86	6.973291e-01	8.618220e-01	0	0	8.274344e-01	2.982882e-01	CREB3L3;CREB3L1
KEGG_2021_Human	Purine metabolism	3/129	7.031605e-01	8.618220e-01	0	0	8.271240e-01	2.912884e-01	RRM2B;PDE4D;NME3
KEGG_2021_Human	Fat digestion and absorption	1/43	7.048473e-01	8.618220e-01	0	0	8.277436e-01	2.895233e-01	ACAT2
KEGG_2021_Human	Porphyrin and chlorophyll metabolism	1/43	7.048473e-01	8.618220e-01	0	0	8.277436e-01	2.895233e-01	BLVRB
KEGG_2021_Human	Type I diabetes mellitus	1/43	7.048473e-01	8.618220e-01	0	0	8.277436e-01	2.895233e-01	IL1B
KEGG_2021_Human	Natural killer cell mediated cytotoxicity	3/131	7.129695e-01	8.679628e-01	0	0	8.141159e-01	2.754290e-01	IFNGR1;TNFRSF10B;ICAM1
KEGG_2021_Human	Basal transcription factors	1/45	7.211507e-01	8.703542e-01	0	0	7.900375e-01	2.582689e-01	GTF2E2
KEGG_2021_Human	Glycosphingolipid biosynthesis	1/45	7.211507e-01	8.703542e-01	0	0	7.900375e-01	2.582689e-01	B3GNT5
KEGG_2021_Human	Morphine addiction	2/91	7.265627e-01	8.731225e-01	0	0	7.807476e-01	2.493946e-01	GRK5;PDE4D
KEGG_2021_Human	Nucleotide excision repair	1/47	7.365550e-01	8.813478e-01	0	0	7.556101e-01	2.310440e-01	POLD4
KEGG_2021_Human	Herpes simplex virus 1 infection	12/498	7.397852e-01	8.814461e-01	0	0	8.556210e-01	2.578803e-01	C3;NFKBIA;EIF2B4;ZNF37A;IFNGR1;SRC;ITGB3;IL1B;TAB2;ITGA5;ZNF486;TNFRSF1A
KEGG_2021_Human	Ubiquitin mediated proteolysis	3/140	7.540278e-01	8.881310e-01	0	0	7.602794e-01	2.146467e-01	ELOB;BIRC7;MID1
KEGG_2021_Human	Arginine and proline metabolism	1/50	7.580833e-01	8.881310e-01	0	0	7.092385e-01	1.964322e-01	ALDH2
KEGG_2021_Human	Cysteine and methionine metabolism	1/50	7.580833e-01	8.881310e-01	0	0	7.092385e-01	1.964322e-01	LDHB
KEGG_2021_Human	N-Glycan biosynthesis	1/50	7.580833e-01	8.881310e-01	0	0	7.092385e-01	1.964322e-01	MAN1A1
KEGG_2021_Human	Ovarian steroidogenesis	1/51	7.648617e-01	8.923387e-01	0	0	6.950179e-01	1.863066e-01	HSD17B2
KEGG_2021_Human	Melanogenesis	2/101	7.778848e-01	9.037666e-01	0	0	7.015215e-01	1.762059e-01	CREB3L3;CREB3L1
KEGG_2021_Human	Fanconi anemia pathway	1/54	7.840806e-01	9.060319e-01	0	0	6.555758e-01	1.594646e-01	POLK
KEGG_2021_Human	Protein digestion and absorption	2/103	7.870780e-01	9.060319e-01	0	0	6.875589e-01	1.646208e-01	COL7A1;SLC1A1
KEGG_2021_Human	Gastric cancer	3/149	7.902297e-01	9.060319e-01	0	0	7.130802e-01	1.678817e-01	CTNNA1;POLK;EGFR
KEGG_2021_Human	Adrenergic signaling in cardiomyocytes	3/150	7.939656e-01	9.060319e-01	0	0	7.081926e-01	1.633908e-01	CREB3L3;PPP2R3C;CREB3L1
KEGG_2021_Human	Hedgehog signaling pathway	1/56	7.960138e-01	9.060319e-01	0	0	6.316716e-01	1.441088e-01	DISP1
KEGG_2021_Human	Calcium signaling pathway	5/240	8.042797e-01	9.088236e-01	0	0	7.376143e-01	1.606584e-01	ASPH;PHKG1;ITPR2;VDAC1;EGFR
KEGG_2021_Human	Oxytocin signaling pathway	3/154	8.083585e-01	9.088236e-01	0	0	6.892896e-01	1.466461e-01	SRC;ITPR2;EGFR
KEGG_2021_Human	Notch signaling pathway	1/59	8.126905e-01	9.088236e-01	0	0	5.989062e-01	1.242161e-01	JAG1
KEGG_2021_Human	VEGF signaling pathway	1/59	8.126905e-01	9.088236e-01	0	0	5.989062e-01	1.242161e-01	SRC
KEGG_2021_Human	Long-term depression	1/60	8.179412e-01	9.088236e-01	0	0	5.887249e-01	1.183130e-01	ITPR2
KEGG_2021_Human	Mineral absorption	1/60	8.179412e-01	9.088236e-01	0	0	5.887249e-01	1.183130e-01	CYBRD1
KEGG_2021_Human	Arachidonic acid metabolism	1/61	8.230450e-01	9.108799e-01	0	0	5.788829e-01	1.127342e-01	CYP2B6
KEGG_2021_Human	Basal cell carcinoma	1/63	8.328281e-01	9.180783e-01	0	0	5.601515e-01	1.024674e-01	POLK
KEGG_2021_Human	GnRH secretion	1/64	8.375153e-01	9.196246e-01	0	0	5.512317e-01	9.774206e-02	ITPR2
KEGG_2021_Human	Acute myeloid leukemia	1/67	8.508042e-01	9.269462e-01	0	0	5.260943e-01	8.500275e-02	RUNX1
KEGG_2021_Human	Long-term potentiation	1/67	8.508042e-01	9.269462e-01	0	0	5.260943e-01	8.500275e-02	ITPR2
KEGG_2021_Human	cAMP signaling pathway	4/216	8.572587e-01	9.303583e-01	0	0	6.537141e-01	1.006821e-01	NFKBIA;CREB3L3;CREB3L1;PDE4D
KEGG_2021_Human	Prolactin signaling pathway	1/70	8.630081e-01	9.329817e-01	0	0	5.031427e-01	7.412863e-02	SRC
KEGG_2021_Human	FoxO signaling pathway	2/131	8.845488e-01	9.525910e-01	0	0	5.375419e-01	6.594434e-02	SOD2;EGFR
KEGG_2021_Human	Systemic lupus erythematosus	2/135	8.944979e-01	9.543610e-01	0	0	5.212673e-01	5.811749e-02	C3;RO60
KEGG_2021_Human	Alcoholism	3/186	8.955650e-01	9.543610e-01	0	0	5.678146e-01	6.263019e-02	CREB3L3;CREB3L1;SLC29A1
KEGG_2021_Human	Autophagy	2/137	8.991682e-01	9.543610e-01	0	0	5.134916e-01	5.457653e-02	HIF1A;CTSB
KEGG_2021_Human	B cell receptor signaling pathway	1/81	8.998261e-01	9.543610e-01	0	0	4.337142e-01	4.578017e-02	NFKBIA
KEGG_2021_Human	Spinocerebellar ataxia	2/143	9.120483e-01	9.636737e-01	0	0	4.914881e-01	4.524754e-02	ITPR2;VDAC1
KEGG_2021_Human	Cardiac muscle contraction	1/87	9.155550e-01	9.637422e-01	0	0	4.033300e-01	3.558370e-02	ASPH
KEGG_2021_Human	GABAergic synapse	1/89	9.202296e-01	9.637737e-01	0	0	3.941227e-01	3.276423e-02	SRC
KEGG_2021_Human	Bile secretion	1/90	9.224691e-01	9.637737e-01	0	0	3.896742e-01	3.144725e-02	CA2
KEGG_2021_Human	Salivary secretion	1/93	9.288180e-01	9.662581e-01	0	0	3.769090e-01	2.783190e-02	ITPR2
KEGG_2021_Human	mTOR signaling pathway	2/154	9.317489e-01	9.662581e-01	0	0	4.556600e-01	3.221151e-02	FNIP2;TNFRSF1A
KEGG_2021_Human	Progesterone-mediated oocyte maturation	1/100	9.416861e-01	9.729599e-01	0	0	3.501321e-01	2.103707e-02	CDC25B
KEGG_2021_Human	T cell receptor signaling pathway	1/104	9.479677e-01	9.758491e-01	0	0	3.364652e-01	1.797898e-02	NFKBIA
KEGG_2021_Human	Ribosome biogenesis in eukaryotes	1/108	9.535736e-01	9.780242e-01	0	0	3.238201e-01	1.539397e-02	RAN
KEGG_2021_Human	Serotonergic synapse	1/113	9.597407e-01	9.807570e-01	0	0	3.092838e-01	1.270912e-02	ITPR2
KEGG_2021_Human	Neurotrophin signaling pathway	1/119	9.660713e-01	9.836363e-01	0	0	2.934664e-01	1.012975e-02	NFKBIA
KEGG_2021_Human	Cell cycle	1/124	9.705806e-01	9.842734e-01	0	0	2.814640e-01	8.404754e-03	CDC25B
KEGG_2021_Human	Oocyte meiosis	1/129	9.744914e-01	9.842734e-01	0	0	2.703993e-01	6.987004e-03	ITPR2
KEGG_2021_Human	Vascular smooth muscle contraction	1/133	9.772429e-01	9.842734e-01	0	0	2.621511e-01	6.034739e-03	ITPR2
KEGG_2021_Human	Wnt signaling pathway	1/166	9.911320e-01	9.946845e-01	0	0	2.093624e-01	1.864898e-03	MMP7
KEGG_2021_Human	Neuroactive ligand-receptor interaction	2/341	9.993574e-01	9.993574e-01	0	0	2.023270e-01	1.300661e-04	C3;PARD3
