Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
ChEA_2022	NACC1 18358816 ChIP-ChIP MESCs Mouse	15/554	2.349118e-02	1.278196e-01	0	0	1.838270e+00	6.895591e+00	EDN1;JUP;RIF1;CXCR4;COBL;SPINT2;DUSP6;NR4A1;NT5DC1;CLDN4;AEBP2;RPL7L1;ENPP2;CCT8;SOX4
ChEA_2022	RACK7 27058665 Chip-Seq MCF-7 Human	36/1679	2.369499e-02	1.279876e-01	0	0	1.470408e+00	5.502991e+00	IDI1;SLC44A4;PPP1R10;IFI6;ACTG1;ODF2L;PPFIA1;MYH14;S100A14;STX3;RPL18;PHLDA2;JUNB;HEXIM1;DSP;GSTM3;EGR2;ACBD5;MARCKSL1;GSN;HOMER1;JUP;KCNH8;KRT8;ISG15;GRHL2;DUSP6;ISG20;NR4A1;CLDN3;AEBP2;CEACAM6;DAD1;ID1;NCOA7;RAMP1
ChEA_2022	POU5F1 18692474 ChIP-Seq MESCs Mouse	59/3012	2.397720e-02	1.285734e-01	0	0	1.359755e+00	5.072774e+00	CMAS;SLC44A4;RIF1;PPP1R10;HEXA;RPL8;MEA1;BACH1;LAPTM4B;TMEM43;HINT3;CDH1;SPIN1;FLOT1;ITGB8;EPC2;SAMD12;JUNB;SOX4;IER2;IER3;BRD2;ZFR;SHROOM3;COBL;MIF;SDCBP2;DUSP6;CLDN4;CLDN3;AEBP2;RPL7L1;TRIB1;LLGL2;HDAC2;SEH1L;EFNB2;RAD21;RHPN2;STX3;RPL18;HEXIM1;GSTM3;EGR2;UBE2H;DTNA;GSN;HOMER1;JUP;HSPA5;RAB3IP;ISG15;GRHL2;ID1;ABI1;PLP2;OSBPL1A;FRYL;PTPN2
ChEA_2022	CEBPB 26923725 Chip-Seq HEMOGENIC-ENDOTHELIUM Mouse	32/1461	2.478957e-02	1.289100e-01	0	0	1.498299e+00	5.539710e+00	DDR1;HBS1L;SCOC;RIF1;ARPC5L;NEDD9;EFNB2;PSMB7;LAPTM4B;PARD6B;BCLAF1;RAD21;UBQLN1;SEC61B;MYLIP;CDKN2B;MARCKSL1;GSN;HOMER1;ELOVL5;ZFR;ANXA13;SHROOM3;KLF4;TMC4;GRHL2;MYO1E;DAD1;ESRP1;ABI1;TRIB1;MET
ChEA_2022	E2F4 17652178 ChIP-ChIP JURKAT Human	16/608	2.483997e-02	1.289100e-01	0	0	1.786496e+00	6.601640e+00	HEXIM1;BRD2;GOLT1B;RIF1;RECQL;VPS13B;CLTA;CXCR4;TMC4;AHI1;PTDSS1;ID1;FOSB;SNRPC;JUNB;CEP76
ChEA_2022	HOXB7 26014856 ChIP-Seq BT474 Human	34/1573	2.489372e-02	1.289100e-01	0	0	1.480100e+00	5.466217e+00	EPHB6;ZNF292;SAT1;AQP1;MTDH;ACTG1;PARD6B;MYO6;MAL2;ITGB8;KPNA5;IER2;IER3;MAP3K2;DNAH14;NSMCE2;ANXA13;VPS13B;COBL;GRHL2;AZGP1;KRT19;CLDN3;KRT18;AEBP2;CEACAM6;SUB1;ESRP1;ID1;CLDN7;GRB2;NCOA7;PPIA;CDH17
ChEA_2022	STAT4 19710469 ChIP-ChIP TH1 Mouse	24/1027	2.548536e-02	1.289100e-01	0	0	1.591695e+00	5.840964e+00	HEXIM1;DDR1;BRD2;MYLIP;EGR2;TES;EIF2AK1;ANXA13;ETFB;ACTG1;AHI1;BCLAF1;PRPF18;AEBP2;FLOT1;PLP2;OSBPL1A;JUNB;RAB5A;CDH17;ATF3;AP1M2;PTPN2;IER3
ChEA_2022	ESR1 30970003 ChIP-Seq MCF-7 Human BreastCancer	21/868	2.557460e-02	1.289100e-01	0	0	1.645443e+00	6.032450e+00	PATJ;UBE2H;SUN1;PTPRN2;TES;DTNA;ANXA3;STARD10;ARHGEF38;SYTL2;F5;HAUS1;KIAA1217;ISG20;SH3YL1;CLDN4;CDH1;TAX1BP1;EPG5;AGR3;RHPN2
ChEA_2022	FOXM1 26100407 CHIP-SEQ Hek293 Flp-In Human	34/1577	2.571061e-02	1.289100e-01	0	0	1.475938e+00	5.403191e+00	TES;RASEF;LAMA3;ICA1;IFI6;NEDD9;SPINT2;EFNB2;NT5DC1;EPCAM;MYO6;ENPP2;RSPO2;EPC2;IER2;ATG5;HEXIM1;ZNF165;BRD2;MYLIP;ELOVL5;DNAH14;NSMCE2;KRT8;LMO7;KLF4;DUSP6;CLDN4;FOSB;NCOA7;GOPC;OSBPL1A;TRIB1;GOLGA8A
ChEA_2022	ZFP281 18757296 ChIP-ChIP E14 Mouse	32/1466	2.584901e-02	1.289100e-01	0	0	1.492666e+00	5.456416e+00	HDAC2;RIF1;SEZ6L2;TOB1;HERPUD1;PARD6B;BCLAF1;CDH1;FLOT1;CCNL2;RHPN2;PHLDA2;JUNB;SOX4;IER2;BRD2;MYLIP;EGR2;UBE2H;MARCKSL1;JUP;CDKN2A;RAB3IP;STARD10;GRHL2;DUSP6;F5;NR4A1;CLDN4;CLDN3;AEBP2;PLP2
ChEA_2022	SMARCA4 23332759 ChIP-Seq OLIGODENDROCYTES Mouse	43/2089	2.587026e-02	1.289100e-01	0	0	1.415734e+00	5.174028e+00	DDR1;HDAC2;HEXA;ZFAND5;ICA1;BACH1;ACTG1;BCLAF1;AGR3;ITGB8;MYLIP;SEC13;ATP6V1G1;CDKN2B;MARCKSL1;PTPRN2;GSN;ELOVL5;KCNH8;RAB3IP;NSMCE2;VPS13B;COBL;WDR72;LMO7;KLF4;GRHL2;DUSP6;CPPED1;MYO1D;AHI1;MYO1E;AZGP1;PRPF18;KRT18;AEBP2;SUB1;ETNK1;ABI1;TAX1BP1;TRIB1;RAMP1;MET
ChEA_2022	FOXA1 21572438 ChIP-Seq LNCaP Human	34/1578	2.591809e-02	1.289100e-01	0	0	1.474901e+00	5.387540e+00	DDR1;EPHB6;HBS1L;IDI1;SCOC;SEH1L;GOLT1B;ZFAND5;ICA1;TNFRSF11B;AREG;SAT1;GMCL1;RAD21;EPSTI1;MAL2;RPL15;KPNA5;TMEM14C;SUN1;PTPRN2;CDKN2A;CAV2;VPS13B;SHROOM3;COBL;WDR72;KRT10;GRHL2;SDCBP2;DUSP6;ABI1;NCOA7;SNRPC
ChEA_2022	TCF7 22412390 ChIP-Seq EML Mouse	35/1635	2.609666e-02	1.289100e-01	0	0	1.466030e+00	5.345069e+00	SLC44A4;ZFAND5;CXCR4;RPL8;BACH1;TOB1;HERPUD1;ACTG1;FLOT1;STX3;JUNB;SOX4;IER2;BRD2;EGR2;ACBD5;SUN1;MARCKSL1;HOMER1;HSPA5;ELOVL5;ISG15;DUSP6;NR4A1;CLDN4;AEBP2;SUB1;MYO5C;FOSB;PLP2;OSBPL1A;TRIB1;PPIA;FRYL;LLGL2
ChEA_2022	TCF4 22108803 ChIP-Seq LS180 Human	34/1579	2.612688e-02	1.289100e-01	0	0	1.473865e+00	5.371930e+00	SCOC;TES;UQCRB;RIF1;TNFRSF11B;AREG;PCSK5;GMCL1;STK3;MYO6;AGR3;SOX4;IER2;ATG5;TMED4;DSP;EGR2;EDN1;CDKN2B;CAV2;DNAH14;RAB3IP;EYA4;PLEKHA5;SHROOM3;COBL;KLF4;GRHL2;SDCBP2;CPPED1;GOPC;TRMT11;SMPDL3A;PTPN2
ChEA_2022	TCF3 18692474 ChIP-Seq MESCs Mouse	23/976	2.613042e-02	1.289100e-01	0	0	1.603990e+00	5.845992e+00	GSTM3;UBE2H;CMAS;DTNA;GSN;RIF1;ZFR;SHROOM3;COBL;BACH1;GRHL2;SDCBP2;DUSP6;LAPTM4B;CLDN4;CLDN3;CDH1;ID1;SPIN1;EPC2;RHPN2;STX3;PTPN2
ChEA_2022	HOXC9 25013753 ChIP-Seq NEUROBLASTOMA BE2-C Human	35/1639	2.692972e-02	1.319735e-01	0	0	1.462051e+00	5.284619e+00	HBS1L;RPL30;SCOC;GOLT1B;PPP1R10;ZNF292;ARPC5L;THYN1;AQP1;PSMB7;LAPTM4B;BCLAF1;HINT3;RPL15;JUNB;SOX4;IER2;IER3;ATG5;TMED4;EGR2;ATP6V1G1;ACBD5;ELOVL5;CDKN2A;YIPF3;RBM18;DUSP6;PRPF18;ETNK1;RPL7L1;ID1;TAX1BP1;YME1L1;GOPC
ChEA_2022	OLIG2 29049317 ChIP-Seq Mouse SpinalCord	32/1472	2.716684e-02	1.320117e-01	0	0	1.485958e+00	5.358007e+00	DDR1;IDI1;RPL30;SCOC;CMAS;HEXA;SAT1;HERPUD1;BCLAF1;ODF2L;CAPN7;RAD21;EPG5;EPC2;RPL18;ATG5;TMED4;HEXIM1;MAP3K2;SEC13;HSPA5;MIF;DUSP6;SUMF1;AHI1;MYO1E;SUB1;ID1;YME1L1;GOPC;LAMTOR1;RAB5A
ChEA_2022	FOXA1 21915096 ChIP-Seq LNCaP-1F5 Human	35/1641	2.735400e-02	1.320117e-01	0	0	1.460069e+00	5.254630e+00	DDR1;TES;SLC44A4;RIF1;HEXA;RASEF;BACH1;SAT1;HERPUD1;BCLAF1;CAPN7;MYO6;EPC2;STX3;SOX4;DSP;BRD2;ATP6V1G1;UBE2H;ACBD5;EIF2AK1;PLEKHA5;GRHL2;SDCBP2;DUSP6;HAUS1;KIAA1217;SH3YL1;CLDN4;KRT18;MYO5C;CLDN7;RAMP1;SMPDL3A;FRYL
ChEA_2022	ERA 27197147 Chip-Seq ENDOMETRIOID-ADENOCARCINOMA Human	20/822	2.747270e-02	1.320117e-01	0	0	1.653148e+00	5.942343e+00	NPSR1;ANXA3;STARD10;RASEF;COBL;WDR72;KLF4;TOB1;GRHL2;DUSP6;MTDH;LGALS4;LAPTM4B;PARD6B;KRT19;DAD1;SUB1;RHPN2;SAMD12;IER3
ChEA_2022	JUN 26020271 ChIP-Seq SMOOTH MUSCLE Human	34/1587	2.784518e-02	1.329383e-01	0	0	1.465627e+00	5.248549e+00	RASEF;PCSK5;GMCL1;PARD6B;HINT3;EPSTI1;UBQLN1;EPC2;ATG5;HEXIM1;BRD2;MYLIP;EGR2;SUN1;GSN;HSPA5;ANXA3;STARD10;MIF;KLF4;SDCBP2;SYTL2;HLA-E;KIAA1217;ISG20;AHI1;MYO1E;CLDN4;ID1;FOSB;OCIAD2;TRIB1;CDH17;ATF3
ChEA_2022	SOX11 23321250 ChIP-ChIP Z138-A519-JVM2 Human	19/773	2.850504e-02	1.338668e-01	0	0	1.668857e+00	5.937250e+00	BRD2;ATP6V1G1;PTPRN2;PPP1R10;VPS13B;CXCR4;KLF4;ACTG1;PTDSS1;ODF2L;KRT18;ID1;CLDN7;ITGB8;NCOA7;OSBPL1A;JUNB;ATF3;AP1M2
ChEA_2022	OCT1 27270436 Chip-Seq PROSTATE Human	34/1591	2.873685e-02	1.338668e-01	0	0	1.461539e+00	5.187842e+00	HDAC2;RIF1;NEDD9;BACH1;AQP1;LAPTM4B;RAD21;UBQLN1;MAL2;ITGB8;EPC2;CEP192;PTPRN2;ANXA3;ARHGEF38;NSMCE2;PLEKHA5;VPS13B;SHROOM3;COBL;GRHL2;SDCBP2;HAUS1;NR4A1;SH3YL1;PRPF18;SUB1;FOSB;GRB2;TRIB1;PPIA;SMPDL3A;FRYL;LLGL2
ChEA_2022	EP300 20729851 ChIP-Seq FORBRAIN MIDBRAIN LIMB HEART Mouse	29/1313	2.894016e-02	1.338668e-01	0	0	1.506611e+00	5.337209e+00	PPP1R10;ZFAND5;ICA1;CXCR4;PCSK5;EFNB2;SPIN1;FLOT1;ITGB8;SOX4;IER2;BRD2;MYLIP;UBE2H;JUP;ELOVL5;ZFR;KRT8;PLEKHA5;SHROOM3;DUSP6;NR4A1;SUB1;MYO5C;ID1;FOSB;NCOA7;PLP2;OCIAD2
ChEA_2022	EWS-FLI1 20517297 ChIP-Seq SK-N-MC Human	13/470	2.894255e-02	1.338668e-01	0	0	1.874149e+00	6.639067e+00	UQCRB;DNAH14;ANXA13;KRT8;ICA1;VPS13B;SHROOM3;ETFB;STK3;MYO1D;PTDSS1;IMMP2L;RSPO2
ChEA_2022	SOX9 24532713 ChIP-Seq HFSC Mouse	27/1203	2.894418e-02	1.338668e-01	0	0	1.529428e+00	5.417826e+00	DDR1;EPHB6;SCOC;LAMA3;NEDD9;ETFB;BACH1;EFNB2;IMMP2L;EPCAM;CDH1;ITGB8;SAMD12;DSP;UBE2H;GSN;JUP;NSMCE2;SHROOM3;LMO7;GRHL2;DUSP6;SYTL2;MYO1E;TAX1BP1;FOSB;FRYL
ChEA_2022	REST 19997604 ChIP-ChIP NEURONS Mouse	25/1095	2.921939e-02	1.343003e-01	0	0	1.554156e+00	5.490712e+00	EPHB6;SEH1L;GOLT1B;PPP1R10;HEXA;SEZ6L2;TOB1;SAT1;ACTG1;PARD6B;MAL2;EPC2;SOX4;TMED4;HMGN1;HEXIM1;MAP3K2;HOMER1;AHI1;DAD1;RPL7L1;ABI1;TAX1BP1;FOSB;PTPN2
ChEA_2022	FOXP2 21765815 ChIP-ChIP NEURO2A Mouse	18/726	3.019788e-02	1.379409e-01	0	0	1.681952e+00	5.886806e+00	DTNA;PPP1R10;TNFRSF11B;ISG15;DUSP6;SYTL2;SUMF1;EFNB2;VIL1;SH3YL1;RPL7L1;CHMP2B;EPSTI1;ENPP2;NFE2L3;CCNL2;RHPN2;PRSS2
ChEA_2022	VDR 33458620 ChIP-Seq PrimaryEpithelial Human Prostate	26/1154	3.047997e-02	1.380142e-01	0	0	1.533917e+00	5.354421e+00	SCOC;SEH1L;UQCRB;RPL8;MEA1;HERPUD1;PSMB7;BCLAF1;HINT3;FLOT1;EMC4;JUNB;ATG5;HMGN1;ZNF165;BRD2;JUP;PLEKHA5;VPS13B;GRHL2;DUSP6;KIAA1217;PRPF18;RPL7L1;CLDN7;TRIB1
ChEA_2022	FOXO1 25302145 ChIP-Seq T-LYMPHOCYTE Mouse	34/1599	3.058692e-02	1.380142e-01	0	0	1.453427e+00	5.068364e+00	DDR1;HBS1L;TES;CLTA;CXCR4;SMC5;SAT1;MTDH;RAB25;FLOT1;EPC2;PRSS2;SOX4;IER2;AP1M2;HEXIM1;BRD2;ACBD5;GSN;ELOVL5;RAB3IP;VPS13B;DUSP6;ISG20;NR4A1;MYO1E;PRPF18;AEBP2;DAD1;ETNK1;TAX1BP1;FOSB;RAMP1;FRYL
ChEA_2022	BRD4 25478319 ChIP-Seq HGPS Human	37/1770	3.081340e-02	1.381934e-01	0	0	1.430945e+00	4.979412e+00	DDR1;TES;RIF1;HEXA;ZFAND5;BACH1;AREG;MTDH;HERPUD1;PTDSS1;BCLAF1;ENPP2;FLOT1;EPG5;EPC2;RPL15;CCT8;SAMD12;JUNB;ATG5;SEC13;HSPA5;CAV2;EYA4;NSMCE2;KRT8;KLF4;GRHL2;CPPED1;ISG20;AHI1;PRPF18;RPL7L1;ID1;TAX1BP1;FOSB;MET
ChEA_2022	SMAD1 26771354 ChIP-Seq mESC Mouse Stem	23/994	3.128783e-02	1.394759e-01	0	0	1.572744e+00	5.448814e+00	MYLIP;SUN1;HDAC2;DTNA;JUP;PLEKHA5;BACH1;DUSP6;MTDH;ACTG1;AHI1;CLDN4;PRPF18;ID1;ITGB8;NCOA7;CCN2;RHPN2;STX3;OSBPL1A;PPIA;RAB5A;IER2
ChEA_2022	RELA 24523406 ChIP-Seq FIBROSARCOMA Human	25/1104	3.178428e-02	1.408405e-01	0	0	1.540448e+00	5.312670e+00	DDR1;CLTA;BACH1;PARD6B;ITGB8;JUNB;IER2;IER3;HMGN1;CYB5A;EDN1;GSN;RAB3IP;HLA-B;HLA-A;KLF4;HLA-G;DUSP6;NR4A1;CLDN4;KRT18;SUB1;ABI1;NCOA7;PTPN2
ChEA_2022	GATA2 21186366 ChIP-Seq BM-HSCs Mouse	32/1495	3.271051e-02	1.440820e-01	0	0	1.460755e+00	4.995868e+00	HBS1L;RPL30;HDAC2;NEDD9;TOB1;ACTG1;STK3;NT5DC1;IMMP2L;BCLAF1;HINT3;ENPP2;UBQLN1;ATG5;DSP;MYLIP;EGR2;RAB3IP;EYA4;VPS13B;COBL;MIF;DUSP6;MYO1D;AHI1;SH3YL1;GRB2;NCOA7;GOPC;TRMT11;PPIA;SMPDL3A
ChEA_2022	EKLF 21900194 ChIP-Seq ERYTHROCYTE Mouse	24/1055	3.342787e-02	1.459712e-01	0	0	1.546148e+00	5.254375e+00	BRD2;SEC13;UBE2H;ACBD5;HDAC2;GOLT1B;UQCRB;EIF2AK1;MIF;ETFB;SAT1;AQP1;ACTG1;STK3;MYO1D;PSMB7;SH3YL1;TAX1BP1;NCOA7;RPL15;SNRPC;CEP76;PPIA;FRYL
ChEA_2022	RARB 27405468 Chip-Seq BRAIN Mouse	34/1611	3.353392e-02	1.459712e-01	0	0	1.441412e+00	4.893880e+00	DDR1;EPHB6;IDI1;HDAC2;PPP1R10;ARPC5L;TOB1;PARD6B;RSPO2;MAL2;CCNL2;SAMD12;JUNB;SOX4;HEXIM1;BRD2;SUN1;PTPRN2;ELOVL5;CDKN2A;STARD10;ZFR;COBL;SDCBP2;DUSP6;CPPED1;AHI1;RHEB;MYO5C;FOSB;GOPC;OSBPL1A;RAMP1;PPIA
ChEA_2022	ESR1 21235772 ChIP-Seq MCF-7 Human	7/200	3.412747e-02	1.476861e-01	0	0	2.373579e+00	8.017124e+00	ISG20;EDN1;RASEF;TNFRSF11B;JUNB;IER2;ATF3
ChEA_2022	CTCF 33576154 ChIP-Seq Human Liver ProstateCancer	69/3679	3.488801e-02	1.500996e-01	0	0	1.302720e+00	4.371422e+00	EPHB6;HBS1L;RIF1;RPL8;BACH1;SAT1;DNPH1;ACTG1;IMMP2L;HINT3;SPIN1;CCN3;PHLDA2;IER2;TMED4;TMEM14C;ZNF165;BRD2;MYLIP;EDN1;CEMIP2;ANXA4;KRT8;MIF;TENT5A;SDCBP2;HLA-E;CLDN3;SELENOS;CEACAM6;LRATD2;DAD1;ESRP1;TAX1BP1;TRIB1;SMPDL3A;ATF3;LLGL2;UQCRB;IFI6;HACD3;GMCL1;ANAPC11;MTDH;STK3;EFNB2;PSMB7;BCLAF1;RAD21;STX3;HEXIM1;CARMIL1;CYB5A;CDKN2B;MARCKSL1;PTPRN2;JUP;YIPF3;RAB3IP;STARD10;KLF4;GRHL2;CPPED1;MYO1D;NR4A1;NDUFAF6;NFE2L3;FOSB;GRB2
ChEA_2022	MYC 18358816 ChIP-ChIP MESCs Mouse	47/2369	3.548122e-02	1.517694e-01	0	0	1.362984e+00	4.550665e+00	HBS1L;RPL30;HDAC2;SLC44A4;SEH1L;PPP1R10;RASEF;ARPC5L;THYN1;CXCR4;SPINT2;RPL8;MEA1;BACH1;ANAPC11;MTDH;HERPUD1;BCLAF1;TMEM43;HINT3;RAB25;CDH1;UBQLN1;RPL15;CCNL2;SEC61B;CCT8;RPL18;PHLDA2;JUNB;IER2;ATG5;TMEM14C;HEXIM1;YIPF3;RBM18;EIF2AK1;MIF;DUSP6;SUMF1;AHI1;RHEB;YME1L1;SNRPC;OSBPL1A;PPIA;ATF3
ChEA_2022	SALL4 18804426 ChIP-ChIP XEN Mouse	17/693	3.759668e-02	1.598939e-01	0	0	1.660724e+00	5.448568e+00	MAP3K2;EDN1;UBE2H;PPP1R10;ELOVL5;CDKN2A;STK3;EFNB2;PARD6B;AEBP2;MYO6;GOPC;CCNL2;STX3;TRIB1;JUNB;RAB5A
ChEA_2022	MAF 26560356 Chip-Seq TH1 Human	34/1631	3.892618e-02	1.646021e-01	0	0	1.421789e+00	4.615254e+00	IDI1;ZNF292;ARPC5L;CXCR4;TOB1;HERPUD1;ACTG1;LAPTM4B;ODF2L;EPC2;CCT8;JUNB;IER2;TMEM14C;HEXIM1;GSTM3;BRD2;ACBD5;MARCKSL1;ANXA3;LMO7;ISG15;DUSP6;F5;KIAA1217;AEBP2;ETNK1;NFE2L3;FOSB;GRB2;OCIAD2;TRIB1;PPIA;ATF3
ChEA_2022	TDRD3 21172665 ChIP-Seq MCF-7 Human	13/493	4.004762e-02	1.677712e-01	0	0	1.782213e+00	5.734603e+00	DSP;EIF2AK1;DNAH14;VPS13B;SMC5;ARPC4;TMC4;AZGP1;PARD6B;DAD1;RAD21;NFE2L3;TRIB1
ChEA_2022	PPARD 23176727 ChIP-Seq KERATINOCYTES Mouse	6/164	4.012907e-02	1.677712e-01	0	0	2.481309e+00	7.979032e+00	GGCT;SHROOM3;ETFB;PHLDA2;SDCBP2;HERPUD1
ChEA_2022	ENL 26711339 ChIP-Seq SEM Human Blood Leukemia	32/1523	4.059065e-02	1.680740e-01	0	0	1.431122e+00	4.585625e+00	IDI1;HDAC2;SEH1L;BACH1;MTDH;CAPN7;RAD21;PPFIA1;UBQLN1;ITGB8;CCT8;RPL18;CEP76;SOX4;IER2;ATG5;HMGN1;HEXIM1;ACBD5;GSN;HOMER1;HSPA5;ELOVL5;NSMCE2;VPS13B;AHI1;AEBP2;DAD1;ETNK1;GRB2;SNRPC;FRYL
ChEA_2022	SMRT 22465074 ChIP-Seq MACROPHAGES Mouse	33/1580	4.065574e-02	1.680740e-01	0	0	1.423258e+00	4.558146e+00	PPP1R10;HEXA;ZFAND5;CLTA;CXCR4;STK3;NT5DC1;PTDSS1;IMMP2L;BCLAF1;CAPN7;CEP192;UBXN4;IER2;HEXIM1;BRD2;MYLIP;EDN1;VPS13B;ISG15;DUSP6;F5;CLDN3;ABI1;FOSB;GRB2;NCOA7;GOPC;TRIB1;PPIA;RAB5A;SMPDL3A;ATF3
ChEA_2022	YAP1 20516196 ChIP-Seq MESCs Mouse	38/1868	4.107904e-02	1.684641e-01	0	0	1.389390e+00	4.435291e+00	HBS1L;SLC44A4;ZFAND5;RPL8;TOB1;SAT1;AQP1;PTDSS1;BCLAF1;CDH1;SPIN1;UBQLN1;SOX4;HEXIM1;DSP;BRD2;MARCKSL1;DTNA;JUP;HSPA5;ELOVL5;ANXA4;STARD10;NSMCE2;KRT8;PLEKHA5;SHROOM3;KLF4;SUMF1;MYO1D;MYO1E;CLDN3;CHMP2B;NFE2L3;NCOA7;OSBPL1A;TRIB1;PTPN2
ChEA_2022	TCF7L2 21901280 ChIP-Seq H4IIE Rat	19/807	4.120540e-02	1.684641e-01	0	0	1.593984e+00	5.083512e+00	ACBD5;GOLT1B;ZNF292;STARD10;NSMCE2;NEDD9;COBL;LMO7;DUSP6;STK3;AZGP1;AEBP2;DAD1;ETNK1;GOPC;TRMT11;SAMD12;JUNB;IER3
ChEA_2022	STAT3 23295773 ChIP-Seq U87 Human	51/2637	4.296669e-02	1.735667e-01	0	0	1.328411e+00	4.180949e+00	HBS1L;HEXA;ZFAND5;SPINT2;ETFB;PCSK5;AQP1;LGALS4;RSPO2;EPC2;TMED4;HMGN1;ELOVL5;ANXA4;ZFR;KRT8;HLA-B;VPS13B;SHROOM3;COBL;LMO7;KIAA1217;PRPF18;TRIB1;LAMA3;TNFRSF11B;TOB1;STK3;PARD6B;AGR3;ATG5;PTPRN2;GSN;JUP;CAV2;EIF2AK1;DNAH14;RAB3IP;TMEM176A;EYA4;KRT10;KLF4;CPPED1;MYO1D;AHI1;RHEB;ABI1;FOSB;PSMG2;FRYL;PTPN2
ChEA_2022	ESR1 20079471 ChIP-ChIP T-47D Human	6/167	4.319137e-02	1.735667e-01	0	0	2.434700e+00	7.650105e+00	SCOC;PARD6B;KRT19;KRT18;IER3;MTDH
ChEA_2022	ZFP281 27345836 Chip-Seq ESCs Mouse	34/1646	4.338564e-02	1.735667e-01	0	0	1.407392e+00	4.415871e+00	DDR1;ZFAND5;CXCR4;TOB1;ACTG1;EFNB2;PARD6B;BCLAF1;ENPP2;PHLDA2;JUNB;SOX4;IER2;MYLIP;EGR2;JUP;RAB3IP;EYA4;ANXA13;ISG15;KLF4;DUSP6;F5;NR4A1;AHI1;MYO1E;CLDN4;KRT18;ESRP1;ID1;CLDN7;OSBPL1A;TRIB1;PPIA
ChEA_2022	SMAD4 21799915 ChIP-Seq A2780 Human	43/2167	4.339167e-02	1.735667e-01	0	0	1.357717e+00	4.259819e+00	NPSR1;SCOC;TES;SEH1L;ZNF292;HEXA;RASEF;ICA1;CLTA;TNFRSF11B;AREG;MTDH;IMMP2L;TMEM43;HINT3;MYO6;ENPP2;RSPO2;EPC2;ATG5;EDN1;PTPRN2;ELOVL5;ANXA4;KCNH8;DNAH14;RAB3IP;EYA4;NSMCE2;ANXA13;SHROOM3;COBL;GRHL2;DUSP6;SUMF1;F5;KIAA1217;MYO1D;AHI1;PRPF18;ETNK1;NFE2L3;MET
ChEA_2022	FOXA1 25552417 ChIP-Seq VCAP Human	34/1650	4.463740e-02	1.775897e-01	0	0	1.403598e+00	4.364043e+00	DDR1;RIF1;RASEF;IFI6;NEDD9;HERPUD1;LAPTM4B;PTDSS1;BCLAF1;HINT3;ENPP2;UBQLN1;EPC2;JUNB;HEXIM1;BRD2;ATP6V1G1;CDKN2B;ACBD5;EIF2AK1;STARD10;PLEKHA5;COBL;KLF4;GRHL2;DUSP6;SUMF1;CLDN4;KRT18;ESRP1;TRIB1;RAMP1;SMPDL3A;FRYL
ChEA_2022	P300 19829295 ChIP-Seq ESCs Human	33/1594	4.502081e-02	1.781572e-01	0	0	1.409405e+00	4.370044e+00	ZNF292;ICA1;NEDD9;CXCR4;SMC5;EFNB2;IMMP2L;EPSTI1;EPC2;SAMD12;SOX4;ATG5;TMEM14C;MYLIP;EGR2;EDN1;DTNA;ANXA3;MACC1;COBL;WDR72;NEB;GRHL2;DUSP6;SUMF1;F5;KIAA1217;MYO1D;AEBP2;DAD1;ETNK1;NCOA7;TRIB1
ChEA_2022	DMRT1 21621532 ChIP-ChIP FETAL Ovary	4/88	4.567759e-02	1.797948e-01	0	0	3.102515e+00	9.574820e+00	MAP3K2;RPL7L1;SEC61B;TOB1
ChEA_2022	CEBPA 26348894 ChIP-Seq LIVER Mouse	33/1597	4.600023e-02	1.801067e-01	0	0	1.406469e+00	4.330670e+00	SCOC;SEH1L;ZNF292;LAMA3;CXCR4;SPINT2;MEA1;LGALS4;BCLAF1;RAB25;PPFIA1;MAL2;BRD2;EGR2;ANXA4;EIF2AK1;MACC1;STARD10;ZFR;HLA-B;KLF4;HLA-E;MYO1E;SUB1;ESRP1;CLDN7;NFE2L3;NCOA7;PSMG2;OCIAD2;RAB5A;PTPN2;GOLGA8A
ChEA_2022	MEIS1 20887958 ChIP-Seq HPC-7 Mouse	24/1092	4.663026e-02	1.808722e-01	0	0	1.489624e+00	4.566450e+00	MAP3K2;UBE2H;SUN1;GOLT1B;PPP1R10;RAB3IP;STARD10;ZFR;TMEM176A;ARPC5L;CXCR4;ETFB;TMC4;DUSP6;ETNK1;ID1;TAX1BP1;YME1L1;GRB2;CCNL2;CCT8;PSMG2;JUNB;TMED4
ChEA_2022	RUNX 20019798 ChIP-Seq JUKART Human	13/505	4.690804e-02	1.808722e-01	0	0	1.737659e+00	5.316482e+00	HBS1L;MYLIP;CYB5A;ACBD5;ELOVL5;NEDD9;CXCR4;DUSP6;SYTL2;DAD1;TRIB1;PRSS2;IER3
ChEA_2022	KLF4 18555785 ChIP-Seq MESCs Mouse	37/1830	4.692900e-02	1.808722e-01	0	0	1.378441e+00	4.216816e+00	IDI1;SEH1L;RIF1;PPP1R10;ARPC5L;ICA1;RPL8;TOB1;MTDH;EFNB2;NT5DC1;PARD6B;TMEM43;HINT3;SPIN1;CCNL2;JUNB;IER2;HEXIM1;SEC13;PTPRN2;NSMCE2;ARPC4;MIF;KLF4;NR4A1;AHI1;CLDN4;CLDN3;KRT18;RHEB;ABI1;YME1L1;OSBPL1A;PPIA;RAB5A;ATF3
